               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  37,            0.021498,            0.011477,            0.025712,             0.84329,             0.65884,             0.74398,             0.62133,            0.026333,            0.013132,            0.014269,            0.008812,            0.008812,            0.008812
                  38,            0.022166,             0.01192,            0.025952,             0.74655,             0.67451,             0.72041,             0.59322,            0.023203,            0.011597,             0.01912,            0.008779,            0.008779,            0.008779
                  39,             0.02127,            0.011879,            0.024139,             0.83757,             0.64153,             0.75775,             0.64082,            0.025103,             0.01161,            0.027047,            0.008746,            0.008746,            0.008746
                  40,            0.020636,            0.011213,            0.026397,             0.66927,             0.59193,             0.67275,             0.54864,            0.023591,            0.011629,            0.031179,            0.008713,            0.008713,            0.008713
                  41,            0.020406,            0.011031,            0.025136,              0.8302,             0.59724,             0.64843,             0.52654,             0.02612,            0.013514,            0.021519,             0.00868,             0.00868,             0.00868
                  42,            0.021062,            0.011569,            0.023822,             0.76985,             0.57247,             0.66391,             0.55238,             0.02594,            0.014013,            0.029957,            0.008647,            0.008647,            0.008647
                  43,            0.020743,            0.011324,            0.025995,             0.79663,             0.67958,             0.74381,               0.597,              0.0241,            0.010509,            0.020349,            0.008614,            0.008614,            0.008614
                  44,            0.020889,            0.011487,            0.024754,             0.83017,             0.69075,             0.74945,             0.62571,            0.023751,            0.011628,            0.026347,            0.008581,            0.008581,            0.008581
                  45,             0.02075,            0.011407,            0.025023,             0.74898,             0.50895,             0.59471,             0.49343,            0.025726,            0.014065,            0.025575,            0.008548,            0.008548,            0.008548
                  46,            0.020346,            0.011801,            0.024999,             0.83375,             0.71539,             0.76601,              0.6343,            0.024066,            0.010831,            0.019883,            0.008515,            0.008515,            0.008515
                  47,            0.020238,            0.011145,            0.024875,              0.8503,             0.63053,              0.7196,             0.60522,            0.025228,            0.011656,            0.024555,            0.008482,            0.008482,            0.008482
                  48,            0.020391,            0.011119,            0.023193,             0.68502,             0.50123,             0.58507,             0.50495,            0.024391,              0.0142,            0.030452,            0.008449,            0.008449,            0.008449
                  49,            0.019817,            0.010821,            0.024695,             0.81713,             0.60814,             0.67401,             0.55511,            0.024962,            0.013989,            0.021719,            0.008416,            0.008416,            0.008416
                  50,             0.02059,            0.011449,            0.024908,             0.78086,             0.51602,             0.57428,             0.49334,            0.023695,            0.014994,             0.02568,            0.008383,            0.008383,            0.008383
                  51,            0.019455,            0.011285,            0.025179,             0.70517,             0.34302,             0.44765,             0.37209,            0.032332,            0.021913,            0.032911,             0.00835,             0.00835,             0.00835
                  52,            0.020692,            0.011589,             0.02494,             0.83402,             0.65854,             0.73137,             0.63081,            0.024601,            0.011364,            0.032359,            0.008317,            0.008317,            0.008317
                  53,            0.020499,            0.011216,            0.025375,             0.75943,             0.52221,             0.60803,             0.51843,            0.026671,            0.018409,            0.025756,            0.008284,            0.008284,            0.008284
                  54,            0.019813,            0.011102,            0.025727,             0.87901,             0.71287,             0.78044,             0.65369,            0.025954,             0.01183,            0.014015,            0.008251,            0.008251,            0.008251
                  55,            0.020172,            0.011312,            0.024046,             0.87098,              0.5334,             0.63506,             0.53237,            0.025088,             0.01861,            0.020623,            0.008218,            0.008218,            0.008218
                  56,            0.019573,            0.010351,            0.024863,              0.8953,             0.63551,             0.73274,              0.6323,            0.023886,             0.01306,            0.027119,            0.008185,            0.008185,            0.008185
                  57,            0.019351,            0.011393,             0.02493,             0.74876,             0.47996,               0.586,             0.50391,            0.023708,             0.01754,            0.029471,            0.008152,            0.008152,            0.008152
                  58,            0.020048,            0.011076,            0.021897,             0.90143,             0.70489,             0.79978,             0.69379,            0.021837,           0.0093211,             0.02715,            0.008119,            0.008119,            0.008119
                  59,            0.019479,             0.01059,            0.023962,             0.80418,             0.48054,             0.59018,             0.49812,            0.023897,            0.017546,            0.027521,            0.008086,            0.008086,            0.008086
                  60,            0.019605,            0.010597,            0.022768,             0.83365,             0.72047,             0.78283,             0.65054,            0.023107,             0.01091,            0.019896,            0.008053,            0.008053,            0.008053
                  61,            0.018733,            0.010225,            0.026018,              0.8098,             0.68386,              0.7417,             0.63209,            0.022195,            0.010367,            0.029498,             0.00802,             0.00802,             0.00802
                  62,             0.01924,             0.01028,            0.023747,             0.85496,             0.60548,             0.72033,             0.62339,            0.025738,            0.015131,            0.019532,            0.007987,            0.007987,            0.007987
